22/1/2019 9:02:44 AM : **********************************************
22/1/2019 9:25:06 AM : 13: SS-SE014
22/1/2019 9:25:06 AM : 14: SS-SP008
22/1/2019 9:25:06 AM : 15: SS-SV009
22/1/2019 9:25:06 AM : 16: SC-SN007
22/1/2019 9:25:06 AM : 17: SS-BP010
22/1/2019 9:25:06 AM : 18: SS-EM006
22/1/2019 9:25:06 AM : 19: SS-SE015
22/1/2019 9:25:06 AM : 20: SS-BP011
22/1/2019 9:25:06 AM : 21: SP-AU006
22/1/2019 9:25:06 AM : 22: SS-DT008
22/1/2019 9:25:06 AM : 23: SS-SP009
22/1/2019 9:25:06 AM : 24: SP-GV006
22/1/2019 9:25:06 AM : 25: SP-RS004
22/1/2019 9:25:06 AM : 26: 
22/1/2019 9:25:06 AM : 27: SP-AU007
22/1/2019 9:25:06 AM : 28: SP-CE003
22/1/2019 9:25:06 AM : 29: SS-BR009
22/1/2019 9:25:06 AM : 30: SC-SB011
22/1/2019 9:25:06 AM : 31: SP-ME002
22/1/2019 9:25:06 AM : 32: SP-SM005
22/1/2019 9:25:06 AM : 33: SP-ME003
22/1/2019 9:25:06 AM : 34: SP-IT009
22/1/2019 9:25:06 AM : 35: SS-IL005
22/1/2019 9:25:06 AM : 36: SC-SB012
22/1/2019 9:25:06 AM : 37: SC-SB013
22/1/2019 9:25:06 AM : 38: SP-BN008
22/1/2019 9:25:06 AM : 39: SP-FD009
22/1/2019 9:25:06 AM : 40: SP-GV007
22/1/2019 9:25:06 AM : 41: SP-HC009
22/1/2019 9:25:06 AM : 42: SP-HS008
22/1/2019 9:25:06 AM : 43: SP-TT002
22/1/2019 9:25:06 AM : 44: SS-BP012
22/1/2019 9:25:06 AM : 45: SS-IL006
22/1/2019 9:25:06 AM : 46: SS-YM006
22/1/2019 9:25:06 AM : 47: 
22/1/2019 9:25:06 AM : 48: SS-BC010
22/1/2019 9:25:06 AM : 49: MP-PS002
22/1/2019 9:25:06 AM : 50: SP-HS009
22/1/2019 9:25:06 AM : 51: SP-SM006
22/1/2019 9:25:06 AM : 52: SS-BR010
22/1/2019 9:25:06 AM : 53: 
22/1/2019 9:25:06 AM : 54: SP-FP012
22/1/2019 9:25:06 AM : 55: SS-EM007
22/1/2019 9:25:06 AM : 56: SS-SE016
22/1/2019 9:25:06 AM : 57: SP-HS010
22/1/2019 9:25:06 AM : 58: 
22/1/2019 9:25:06 AM : 59: SP-RT009
22/1/2019 9:25:06 AM : 60: SS-DT009
22/1/2019 9:25:06 AM : 61: SS-SM003
22/1/2019 9:25:06 AM : 62: 
22/1/2019 9:25:06 AM : 63: SC-SB014
22/1/2019 9:25:06 AM : 64: SP-BA004
22/1/2019 9:25:06 AM : 65: SS-CR004
22/1/2019 9:25:06 AM : 66: SP-FP013
22/1/2019 9:25:06 AM : 67: SP-BN009
22/1/2019 9:25:06 AM : 68: SP-BN010
22/1/2019 9:25:06 AM : 69: SS-BR011
22/1/2019 9:25:06 AM : 70: SS-SS013
22/1/2019 9:25:06 AM : 71: SP-AU008
22/1/2019 9:25:06 AM : 72: SP-BN011
22/1/2019 9:25:06 AM : 73: SP-CE004
22/1/2019 9:25:06 AM : 74: SS-BC011
22/1/2019 9:25:06 AM : 75: SS-BP013
22/1/2019 9:25:06 AM : 76: SS-BR012
22/1/2019 9:25:06 AM : 77: SS-BS007
22/1/2019 9:25:06 AM : 78: SS-BS008
22/1/2019 9:25:06 AM : 79: SS-EM008
22/1/2019 9:25:06 AM : 80: SS-EM009
22/1/2019 9:25:06 AM : 81: SS-SV010
22/1/2019 9:25:06 AM : 82: SC-EB005
22/1/2019 9:25:06 AM : 83: SC-SB015
22/1/2019 9:25:06 AM : 84: SC-SN008
22/1/2019 9:25:06 AM : 85: SP-AU009
22/1/2019 9:25:06 AM : 86: SP-BN012
22/1/2019 9:25:06 AM : 87: SP-BN013
22/1/2019 9:25:06 AM : 88: SP-FD010
22/1/2019 9:25:06 AM : 89: SP-HC010
22/1/2019 9:25:06 AM : 90: SP-IT010
22/1/2019 9:25:06 AM : 91: SP-OT005
22/1/2019 9:25:06 AM : 92: SP-SM007
22/1/2019 9:25:06 AM : 93: SP-SM008
22/1/2019 9:25:06 AM : 94: SP-TT003
22/1/2019 9:25:06 AM : 95: SP-TT004
22/1/2019 9:25:06 AM : 96: SS-AB006
22/1/2019 9:25:06 AM : 97: SS-AB007
22/1/2019 9:25:06 AM : 98: SS-BB008
22/1/2019 9:25:06 AM : 99: SS-BC012
22/1/2019 9:25:06 AM : 100: SS-BR013
22/1/2019 9:25:06 AM : 101: SS-BS009
22/1/2019 9:25:06 AM : 102: SS-BS010
22/1/2019 9:25:06 AM : 103: SS-BS011
22/1/2019 9:25:06 AM : 104: SS-CR005
22/1/2019 9:25:06 AM : 105: SS-CR006
22/1/2019 9:25:06 AM : 106: SS-DT010
22/1/2019 9:25:06 AM : 107: SS-IL007
22/1/2019 9:25:06 AM : 108: SS-SE017
22/1/2019 9:25:06 AM : 109: SS-SE018
22/1/2019 9:25:06 AM : 110: SS-SM004
22/1/2019 9:25:06 AM : 111: SS-SP010
22/1/2019 9:25:06 AM : 112: 
22/1/2019 9:25:06 AM : 113: SP-GV008
22/1/2019 9:25:06 AM : 114: SP-FD011
22/1/2019 9:25:06 AM : 115: SC-SB016
22/1/2019 9:25:06 AM : 116: SP-FD012
22/1/2019 9:25:06 AM : 117: SS-BP014
22/1/2019 9:25:06 AM : 118: SS-BR014
22/1/2019 9:25:06 AM : 119: SS-IL008
22/1/2019 9:25:06 AM : 120: SS-MP001
22/1/2019 9:25:06 AM : 121: SS-SE019
22/1/2019 9:25:06 AM : 122: SS-SP011
22/1/2019 9:25:06 AM : 123: SS-BP015
22/1/2019 9:25:06 AM : 124: SS-EM010
22/1/2019 9:25:06 AM : 125: SC-SN009
22/1/2019 9:25:06 AM : 126: SP-SM009
22/1/2019 9:25:06 AM : 127: SP-HC011
22/1/2019 9:25:06 AM : 128: SS-SS014
22/1/2019 9:25:06 AM : 129: SP-BA005
22/1/2019 9:25:06 AM : 130: SP-BN014
22/1/2019 9:25:06 AM : 131: SP-FD013
22/1/2019 9:25:06 AM : 132: SS-MP002
22/1/2019 9:25:06 AM : 133: SS-MV008
22/1/2019 9:25:06 AM : 134: SS-SP012
22/1/2019 9:25:06 AM : 135: SP-OT006
22/1/2019 9:25:06 AM : 136: SP-OT007
22/1/2019 9:25:06 AM : 137: SS-BC013
22/1/2019 9:25:06 AM : 138: SS-BC014
22/1/2019 9:25:06 AM : 139: SS-SE020
22/1/2019 9:25:06 AM : 140: SC-SB017
22/1/2019 9:25:06 AM : 141: SS-SE021
22/1/2019 9:25:06 AM : 142: MP-PS003
22/1/2019 9:25:06 AM : 143: SP-FP014
22/1/2019 9:25:06 AM : 144: SS-BR015
22/1/2019 9:25:06 AM : 145: SS-CR007
22/1/2019 9:25:06 AM : 146: SP-HC012
22/1/2019 9:25:06 AM : 147: SP-HC013
22/1/2019 9:25:06 AM : 148: SP-GV009
22/1/2019 9:25:06 AM : 149: SP-GV010
22/1/2019 9:25:06 AM : 150: SP-HC014
22/1/2019 9:25:06 AM : 151: SP-BW014
22/1/2019 9:25:06 AM : 152: SP-BW015
22/1/2019 9:25:06 AM : 153: SS-SM005
22/1/2019 9:25:06 AM : 154: SS-SP013
22/1/2019 9:25:06 AM : 155: SS-MV009
22/1/2019 9:25:06 AM : 156: SP-CE005
22/1/2019 9:25:06 AM : 157: SS-BC015
22/1/2019 9:25:06 AM : 158: SP-BN015
22/1/2019 9:25:06 AM : 159: SP-CE006
22/1/2019 9:25:06 AM : 160: SS-SE022
22/1/2019 9:25:06 AM : 161: 
22/1/2019 9:25:06 AM : 162: SS-SE023
22/1/2019 9:25:06 AM : 163: SS-BC016
22/1/2019 9:25:06 AM : 164: MP-PS004
22/1/2019 9:25:06 AM : 165: SC-SB018
22/1/2019 9:25:06 AM : 166: SP-HS011
22/1/2019 9:25:06 AM : 167: MP-PS005
22/1/2019 9:25:06 AM : 168: SS-SE024
22/1/2019 9:25:06 AM : 169: 
22/1/2019 9:25:06 AM : 170: SS-DT011
22/1/2019 9:25:06 AM : 171: SS-DT012
22/1/2019 9:25:06 AM : 172: 
22/1/2019 9:25:06 AM : 173: SS-BP016
22/1/2019 9:25:06 AM : 174: SP-RT010
22/1/2019 9:25:06 AM : 175: SP-HC015
22/1/2019 9:25:06 AM : 176: SP-BW016
22/1/2019 9:25:06 AM : 177: SP-FP015
22/1/2019 9:25:06 AM : 178: SP-SM010
22/1/2019 9:25:06 AM : 179: SS-DT013
22/1/2019 9:25:06 AM : 180: SS-SM006
22/1/2019 9:25:06 AM : 181: SC-SN010
22/1/2019 9:25:06 AM : 182: SP-GV011
22/1/2019 9:25:06 AM : 183: SP-FD014
22/1/2019 9:25:06 AM : 184: SP-RS005
22/1/2019 9:25:06 AM : 185: SP-BN016
22/1/2019 9:25:06 AM : 186: SC-SB019
22/1/2019 9:25:06 AM : 187: SP-HS012
22/1/2019 9:25:06 AM : 188: 
22/1/2019 9:25:06 AM : 189: SP-RT011
22/1/2019 9:25:06 AM : 190: SP-RT012
22/1/2019 9:25:06 AM : 191: SP-FP016
22/1/2019 9:25:06 AM : 192: SP-TT005
22/1/2019 9:25:06 AM : 193: SS-BC017
22/1/2019 9:25:06 AM : 194: SS-BS012
22/1/2019 9:25:06 AM : 195: SS-BS013
22/1/2019 9:25:06 AM : 196: SS-EM011
22/1/2019 9:25:06 AM : 197: SS-EM012
22/1/2019 9:25:06 AM : 198: SS-SV011
22/1/2019 9:25:06 AM : 199: SP-FD015
22/1/2019 9:25:06 AM : 200: SP-FP017
22/1/2019 9:25:06 AM : 201: 
22/1/2019 9:25:06 AM : 202: SP-HC016
22/1/2019 9:25:06 AM : 203: SP-OT008
22/1/2019 9:25:06 AM : 204: SS-BC018
22/1/2019 9:25:06 AM : 205: SS-CR008
22/1/2019 9:25:06 AM : 206: SS-EM013
22/1/2019 9:25:06 AM : 207: SS-DT014
22/1/2019 9:25:06 AM : 208: SP-RT013
22/1/2019 9:25:06 AM : 209: SP-RT014
22/1/2019 9:25:06 AM : 210: SS-MP003
22/1/2019 9:25:06 AM : 211: SS-MV010
22/1/2019 9:25:06 AM : 212: SS-SE025
22/1/2019 9:25:06 AM : 213: SS-SE026
22/1/2019 9:25:06 AM : 214: SS-SS015
22/1/2019 9:25:06 AM : 215: SS-BP017
22/1/2019 9:25:06 AM : 216: SS-BP018
22/1/2019 9:25:06 AM : 217: SS-SE027
22/1/2019 9:25:06 AM : 218: SS-SP014
22/1/2019 9:25:06 AM : 219: SS-DT015
22/1/2019 9:25:06 AM : 220: SS-BC019
22/1/2019 9:25:06 AM : 221: SS-BP019
22/1/2019 9:25:06 AM : 222: SP-FD016
22/1/2019 9:25:06 AM : 223: SP-FD017
22/1/2019 9:25:06 AM : 224: SP-HS013
22/1/2019 9:25:06 AM : 225: SS-SP015
22/1/2019 9:25:06 AM : 226: SP-SM011
22/1/2019 9:25:06 AM : 227: SS-MV011
22/1/2019 9:25:06 AM : 228: SC-SB020
22/1/2019 9:25:06 AM : 229: SP-HS014
22/1/2019 9:25:06 AM : 230: SP-OT009
22/1/2019 9:25:06 AM : 231: SS-BC020
22/1/2019 9:25:06 AM : 232: SP-BW017
22/1/2019 9:25:06 AM : 233: SP-BN017
22/1/2019 9:25:06 AM : 234: SS-SE028
22/1/2019 9:25:06 AM : 235: SS-EM014
22/1/2019 9:25:06 AM : 236: SP-FD018
22/1/2019 9:25:06 AM : 237: SP-TT006
22/1/2019 9:25:06 AM : 238: SP-HS015
22/1/2019 9:25:06 AM : 239: SP-BN018
22/1/2019 9:25:06 AM : 240: SS-BP020
22/1/2019 9:25:06 AM : 241: SS-MP004
22/1/2019 9:25:06 AM : 242: SS-YM007
22/1/2019 9:25:06 AM : 243: SS-IL009
22/1/2019 9:25:06 AM : 244: SP-BN019
22/1/2019 9:25:06 AM : 245: SS-SE029
22/1/2019 9:25:06 AM : 246: 
22/1/2019 9:25:06 AM : 247: SS-SE030
22/1/2019 9:25:06 AM : 248: SS-YM008
22/1/2019 9:25:06 AM : 249: SP-TT007
22/1/2019 9:25:06 AM : 250: SS-DG009
22/1/2019 9:25:06 AM : 1: SP-BW005_CreativeMaterials_Video.mp4=>SP-BW005
22/1/2019 9:25:36 AM : **********************************************
22/1/2019 9:25:36 AM : -------Service Start-------
22/1/2019 9:25:36 AM : DateTime: 22/1/2019 9:25:36 AM
22/1/2019 9:25:38 AM : ----------------------------------------------
22/1/2019 9:25:38 AM : ...Started Reading Videos...
22/1/2019 9:25:38 AM : ----------------------------------------------
22/1/2019 9:25:38 AM : 1: SS-SE013
22/1/2019 9:25:38 AM : 2: 
22/1/2019 9:25:38 AM : 3: SP-RT008
22/1/2019 9:25:38 AM : 4: SS-BS006
22/1/2019 9:25:38 AM : 5: SP-BW013
22/1/2019 9:25:38 AM : 6: SS-EM005
22/1/2019 9:25:38 AM : 7: SS-MV007
22/1/2019 9:25:38 AM : 8: SS-SM002
22/1/2019 9:25:38 AM : 9: SC-SN006
22/1/2019 9:25:38 AM : 10: SP-AU005
22/1/2019 9:25:38 AM : 11: SS-DT007
22/1/2019 9:25:38 AM : 12: SS-SV008
22/1/2019 9:25:38 AM : 13: SS-SE014
22/1/2019 9:25:38 AM : 14: SS-SP008
22/1/2019 9:25:38 AM : 15: SS-SV009
22/1/2019 9:25:38 AM : 16: SC-SN007
22/1/2019 9:25:38 AM : 17: SS-BP010
22/1/2019 9:25:38 AM : 18: SS-EM006
22/1/2019 9:25:38 AM : 19: SS-SE015
22/1/2019 9:25:38 AM : 20: SS-BP011
22/1/2019 9:25:38 AM : 21: SP-AU006
22/1/2019 9:25:38 AM : 22: SS-DT008
22/1/2019 9:25:38 AM : 23: SS-SP009
22/1/2019 9:25:38 AM : 24: SP-GV006
22/1/2019 9:25:38 AM : 25: SP-RS004
22/1/2019 9:25:38 AM : 26: 
22/1/2019 9:25:38 AM : 27: SP-AU007
22/1/2019 9:25:38 AM : 28: SP-CE003
22/1/2019 9:25:38 AM : 29: SS-BR009
22/1/2019 9:25:38 AM : 30: SC-SB011
22/1/2019 9:25:38 AM : 31: SP-ME002
22/1/2019 9:25:38 AM : 32: SP-SM005
22/1/2019 9:25:38 AM : 33: SP-ME003
22/1/2019 9:25:38 AM : 34: SP-IT009
22/1/2019 9:25:38 AM : 35: SS-IL005
22/1/2019 9:25:38 AM : 36: SC-SB012
22/1/2019 9:25:38 AM : 37: SC-SB013
22/1/2019 9:25:38 AM : 38: SP-BN008
22/1/2019 9:25:38 AM : 39: SP-FD009
22/1/2019 9:25:38 AM : 40: SP-GV007
22/1/2019 9:25:38 AM : 41: SP-HC009
22/1/2019 9:25:38 AM : 42: SP-HS008
22/1/2019 9:25:38 AM : 43: SP-TT002
22/1/2019 9:25:38 AM : 44: SS-BP012
22/1/2019 9:25:38 AM : 45: SS-IL006
22/1/2019 9:25:38 AM : 46: SS-YM006
22/1/2019 9:25:38 AM : 47: 
22/1/2019 9:25:38 AM : 48: SS-BC010
22/1/2019 9:25:38 AM : 49: MP-PS002
22/1/2019 9:25:38 AM : 50: SP-HS009
22/1/2019 9:25:38 AM : 51: SP-SM006
22/1/2019 9:25:38 AM : 52: SS-BR010
22/1/2019 9:25:38 AM : 53: 
22/1/2019 9:25:38 AM : 54: SP-FP012
22/1/2019 9:25:38 AM : 55: SS-EM007
22/1/2019 9:25:38 AM : 56: SS-SE016
22/1/2019 9:25:38 AM : 57: SP-HS010
22/1/2019 9:25:38 AM : 58: 
22/1/2019 9:25:38 AM : 59: SP-RT009
22/1/2019 9:25:38 AM : 60: SS-DT009
22/1/2019 9:25:38 AM : 61: SS-SM003
22/1/2019 9:25:38 AM : 62: 
22/1/2019 9:25:38 AM : 63: SC-SB014
22/1/2019 9:25:38 AM : 64: SP-BA004
22/1/2019 9:25:38 AM : 65: SS-CR004
22/1/2019 9:25:38 AM : 66: SP-FP013
22/1/2019 9:25:38 AM : 67: SP-BN009
22/1/2019 9:25:38 AM : 68: SP-BN010
22/1/2019 9:25:38 AM : 69: SS-BR011
22/1/2019 9:25:38 AM : 70: SS-SS013
22/1/2019 9:25:38 AM : 71: SP-AU008
22/1/2019 9:25:38 AM : 72: SP-BN011
22/1/2019 9:25:38 AM : 73: SP-CE004
22/1/2019 9:25:38 AM : 74: SS-BC011
22/1/2019 9:25:38 AM : 75: SS-BP013
22/1/2019 9:25:38 AM : 76: SS-BR012
22/1/2019 9:25:38 AM : 77: SS-BS007
22/1/2019 9:25:38 AM : 78: SS-BS008
22/1/2019 9:25:38 AM : 79: SS-EM008
22/1/2019 9:25:38 AM : 80: SS-EM009
22/1/2019 9:25:38 AM : 81: SS-SV010
22/1/2019 9:25:38 AM : 82: SC-EB005
22/1/2019 9:25:38 AM : 83: SC-SB015
22/1/2019 9:25:38 AM : 84: SC-SN008
22/1/2019 9:25:38 AM : 85: SP-AU009
22/1/2019 9:25:38 AM : 86: SP-BN012
22/1/2019 9:25:38 AM : 87: SP-BN013
22/1/2019 9:25:38 AM : 88: SP-FD010
22/1/2019 9:25:39 AM : 89: SP-HC010
22/1/2019 9:25:39 AM : 90: SP-IT010
22/1/2019 9:25:39 AM : 91: SP-OT005
22/1/2019 9:25:39 AM : 92: SP-SM007
22/1/2019 9:25:39 AM : 93: SP-SM008
22/1/2019 9:25:39 AM : 94: SP-TT003
22/1/2019 9:25:39 AM : 95: SP-TT004
22/1/2019 9:25:39 AM : 96: SS-AB006
22/1/2019 9:25:39 AM : 97: SS-AB007
22/1/2019 9:25:39 AM : 98: SS-BB008
22/1/2019 9:25:39 AM : 99: SS-BC012
22/1/2019 9:25:39 AM : 100: SS-BR013
22/1/2019 9:25:39 AM : 101: SS-BS009
22/1/2019 9:25:39 AM : 102: SS-BS010
22/1/2019 9:25:39 AM : 103: SS-BS011
22/1/2019 9:25:39 AM : 104: SS-CR005
22/1/2019 9:25:39 AM : 105: SS-CR006
22/1/2019 9:25:39 AM : 106: SS-DT010
22/1/2019 9:25:39 AM : 107: SS-IL007
22/1/2019 9:25:39 AM : 108: SS-SE017
22/1/2019 9:25:39 AM : 109: SS-SE018
22/1/2019 9:25:39 AM : 110: SS-SM004
22/1/2019 9:25:39 AM : 111: SS-SP010
22/1/2019 9:25:39 AM : 112: 
22/1/2019 9:25:39 AM : 113: SP-GV008
22/1/2019 9:25:39 AM : 114: SP-FD011
22/1/2019 9:25:39 AM : 115: SC-SB016
22/1/2019 9:25:39 AM : 116: SP-FD012
22/1/2019 9:25:39 AM : 117: SS-BP014
22/1/2019 9:25:39 AM : 118: SS-BR014
22/1/2019 9:25:39 AM : 119: SS-IL008
22/1/2019 9:25:39 AM : 120: SS-MP001
22/1/2019 9:25:39 AM : 121: SS-SE019
22/1/2019 9:25:39 AM : 122: SS-SP011
22/1/2019 9:25:39 AM : 123: SS-BP015
22/1/2019 9:25:39 AM : 124: SS-EM010
22/1/2019 9:25:39 AM : 125: SC-SN009
22/1/2019 9:25:39 AM : 126: SP-SM009
22/1/2019 9:25:39 AM : 127: SP-HC011
22/1/2019 9:25:39 AM : 128: SS-SS014
22/1/2019 9:25:39 AM : 129: SP-BA005
22/1/2019 9:25:39 AM : 130: SP-BN014
22/1/2019 9:25:39 AM : 131: SP-FD013
22/1/2019 9:25:39 AM : 132: SS-MP002
22/1/2019 9:25:39 AM : 133: SS-MV008
22/1/2019 9:25:39 AM : 134: SS-SP012
22/1/2019 9:25:39 AM : 135: SP-OT006
22/1/2019 9:25:39 AM : 136: SP-OT007
22/1/2019 9:25:39 AM : 137: SS-BC013
22/1/2019 9:25:39 AM : 138: SS-BC014
22/1/2019 9:25:39 AM : 139: SS-SE020
22/1/2019 9:25:39 AM : 140: SC-SB017
22/1/2019 9:25:39 AM : 141: SS-SE021
22/1/2019 9:25:39 AM : 142: MP-PS003
22/1/2019 9:25:39 AM : 143: SP-FP014
22/1/2019 9:25:39 AM : 144: SS-BR015
22/1/2019 9:25:39 AM : 145: SS-CR007
22/1/2019 9:25:39 AM : 146: SP-HC012
22/1/2019 9:25:39 AM : 147: SP-HC013
22/1/2019 9:25:39 AM : 148: SP-GV009
22/1/2019 9:25:39 AM : 149: SP-GV010
22/1/2019 9:25:39 AM : 150: SP-HC014
22/1/2019 9:25:39 AM : 151: SP-BW014
22/1/2019 9:25:39 AM : 152: SP-BW015
22/1/2019 9:25:39 AM : 153: SS-SM005
22/1/2019 9:25:39 AM : 154: SS-SP013
22/1/2019 9:25:39 AM : 155: SS-MV009
22/1/2019 9:25:39 AM : 156: SP-CE005
22/1/2019 9:25:39 AM : 157: SS-BC015
22/1/2019 9:25:39 AM : 158: SP-BN015
22/1/2019 9:25:39 AM : 159: SP-CE006
22/1/2019 9:25:39 AM : 160: SS-SE022
22/1/2019 9:25:39 AM : 161: 
22/1/2019 9:25:39 AM : 162: SS-SE023
22/1/2019 9:25:39 AM : 163: SS-BC016
22/1/2019 9:25:39 AM : 164: MP-PS004
22/1/2019 9:25:39 AM : 165: SC-SB018
22/1/2019 9:25:39 AM : 166: SP-HS011
22/1/2019 9:25:39 AM : 167: MP-PS005
22/1/2019 9:25:39 AM : 168: SS-SE024
22/1/2019 9:25:39 AM : 169: 
22/1/2019 9:25:39 AM : 170: SS-DT011
22/1/2019 9:25:39 AM : 171: SS-DT012
22/1/2019 9:25:39 AM : 172: 
22/1/2019 9:25:39 AM : 173: SS-BP016
22/1/2019 9:25:39 AM : 174: SP-RT010
22/1/2019 9:25:39 AM : 175: SP-HC015
22/1/2019 9:25:39 AM : 176: SP-BW016
22/1/2019 9:25:39 AM : 177: SP-FP015
22/1/2019 9:25:39 AM : 178: SP-SM010
22/1/2019 9:25:39 AM : 179: SS-DT013
22/1/2019 9:25:39 AM : 180: SS-SM006
22/1/2019 9:25:39 AM : 181: SC-SN010
22/1/2019 9:25:39 AM : 182: SP-GV011
22/1/2019 9:25:39 AM : 183: SP-FD014
22/1/2019 9:25:39 AM : 184: SP-RS005
22/1/2019 9:25:39 AM : 185: SP-BN016
22/1/2019 9:25:39 AM : 186: SC-SB019
22/1/2019 9:25:39 AM : 187: SP-HS012
22/1/2019 9:25:39 AM : 188: 
22/1/2019 9:25:39 AM : 189: SP-RT011
22/1/2019 9:25:39 AM : 190: SP-RT012
22/1/2019 9:25:39 AM : 191: SP-FP016
22/1/2019 9:25:39 AM : 192: SP-TT005
22/1/2019 9:25:39 AM : 193: SS-BC017
22/1/2019 9:25:39 AM : 194: SS-BS012
22/1/2019 9:25:39 AM : 195: SS-BS013
22/1/2019 9:25:39 AM : 196: SS-EM011
22/1/2019 9:25:39 AM : 197: SS-EM012
22/1/2019 9:25:39 AM : 198: SS-SV011
22/1/2019 9:25:39 AM : 199: SP-FD015
22/1/2019 9:25:39 AM : 200: SP-FP017
22/1/2019 9:25:39 AM : 201: 
22/1/2019 9:25:39 AM : 202: SP-HC016
22/1/2019 9:25:39 AM : 203: SP-OT008
22/1/2019 9:25:39 AM : 204: SS-BC018
22/1/2019 9:25:39 AM : 205: SS-CR008
22/1/2019 9:25:39 AM : 206: SS-EM013
22/1/2019 9:25:39 AM : 207: SS-DT014
22/1/2019 9:25:39 AM : 208: SP-RT013
22/1/2019 9:25:39 AM : 209: SP-RT014
22/1/2019 9:25:39 AM : 210: SS-MP003
22/1/2019 9:25:39 AM : 211: SS-MV010
22/1/2019 9:25:39 AM : 212: SS-SE025
22/1/2019 9:25:39 AM : 213: SS-SE026
22/1/2019 9:25:39 AM : 214: SS-SS015
22/1/2019 9:25:39 AM : 215: SS-BP017
22/1/2019 9:25:39 AM : 216: SS-BP018
22/1/2019 9:25:39 AM : 217: SS-SE027
22/1/2019 9:25:39 AM : 218: SS-SP014
22/1/2019 9:25:39 AM : 219: SS-DT015
22/1/2019 9:25:39 AM : 220: SS-BC019
22/1/2019 9:25:39 AM : 221: SS-BP019
22/1/2019 9:25:39 AM : 222: SP-FD016
22/1/2019 9:25:39 AM : 223: SP-FD017
22/1/2019 9:25:39 AM : 224: SP-HS013
22/1/2019 9:25:39 AM : 225: SS-SP015
22/1/2019 9:25:39 AM : 226: SP-SM011
22/1/2019 9:25:39 AM : 227: SS-MV011
22/1/2019 9:25:39 AM : 228: SC-SB020
22/1/2019 9:25:39 AM : 229: SP-HS014
22/1/2019 9:25:39 AM : 230: SP-OT009
22/1/2019 9:25:39 AM : 231: SS-BC020
22/1/2019 9:25:39 AM : 232: SP-BW017
22/1/2019 9:25:39 AM : 233: SP-BN017
22/1/2019 9:25:39 AM : 234: SS-SE028
22/1/2019 9:25:39 AM : 235: SS-EM014
22/1/2019 9:25:39 AM : 236: SP-FD018
22/1/2019 9:25:39 AM : 237: SP-TT006
22/1/2019 9:25:39 AM : 238: SP-HS015
22/1/2019 9:25:39 AM : 239: SP-BN018
22/1/2019 9:25:39 AM : 240: SS-BP020
22/1/2019 9:25:39 AM : 241: SS-MP004
22/1/2019 9:25:39 AM : 242: SS-YM007
22/1/2019 9:25:39 AM : 243: SS-IL009
22/1/2019 9:25:39 AM : 244: SP-BN019
22/1/2019 9:25:39 AM : 245: SS-SE029
22/1/2019 9:25:39 AM : 246: 
22/1/2019 9:25:39 AM : 247: SS-SE030
22/1/2019 9:25:39 AM : 248: SS-YM008
22/1/2019 9:25:39 AM : 249: SP-TT007
22/1/2019 9:25:39 AM : 250: SS-DG009
22/1/2019 9:25:39 AM : 1: SP-BW005_CreativeMaterials_Video.mp4=>SP-BW005
22/1/2019 9:25:39 AM : 2: SS-BS008_CreativeMaterials_Video.mp4=>SS-BS008
22/1/2019 9:27:59 AM : **********************************************
22/1/2019 9:27:59 AM : -------Service Start-------
22/1/2019 9:27:59 AM : DateTime: 22/1/2019 9:27:59 AM
22/1/2019 9:28:00 AM : ----------------------------------------------
22/1/2019 9:28:00 AM : ...Started Reading Videos...
22/1/2019 9:28:00 AM : ----------------------------------------------
22/1/2019 9:28:01 AM : 1: SS-SE013
22/1/2019 9:28:01 AM : 2: 
22/1/2019 9:28:01 AM : 3: SP-RT008
22/1/2019 9:28:01 AM : 4: SS-BS006
22/1/2019 9:28:01 AM : 5: SP-BW013
22/1/2019 9:28:01 AM : 6: SS-EM005
22/1/2019 9:28:01 AM : 7: SS-MV007
22/1/2019 9:28:01 AM : 8: SS-SM002
22/1/2019 9:28:01 AM : 9: SC-SN006
22/1/2019 9:28:01 AM : 10: SP-AU005
22/1/2019 9:28:01 AM : 11: SS-DT007
22/1/2019 9:28:01 AM : 12: SS-SV008
22/1/2019 9:28:01 AM : 13: SS-SE014
22/1/2019 9:28:01 AM : 14: SS-SP008
22/1/2019 9:28:01 AM : 15: SS-SV009
22/1/2019 9:28:01 AM : 16: SC-SN007
22/1/2019 9:28:01 AM : 17: SS-BP010
22/1/2019 9:28:01 AM : 18: SS-EM006
22/1/2019 9:28:01 AM : 19: SS-SE015
22/1/2019 9:28:01 AM : 20: SS-BP011
22/1/2019 9:28:01 AM : 21: SP-AU006
22/1/2019 9:28:01 AM : 22: SS-DT008
22/1/2019 9:28:01 AM : 23: SS-SP009
22/1/2019 9:28:01 AM : 24: SP-GV006
22/1/2019 9:28:01 AM : 25: SP-RS004
22/1/2019 9:28:01 AM : 26: 
22/1/2019 9:28:01 AM : 27: SP-AU007
22/1/2019 9:28:01 AM : 28: SP-CE003
22/1/2019 9:28:01 AM : 29: SS-BR009
22/1/2019 9:28:01 AM : 30: SC-SB011
22/1/2019 9:28:01 AM : 31: SP-ME002
22/1/2019 9:28:01 AM : 32: SP-SM005
22/1/2019 9:28:01 AM : 33: SP-ME003
22/1/2019 9:28:01 AM : 34: SP-IT009
22/1/2019 9:28:01 AM : 35: SS-IL005
22/1/2019 9:28:01 AM : 36: SC-SB012
